Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),Environment:Wind Speed [m/s](Hourly),Environment:Wind Direction [deg](Hourly),ZONE:Zone Mean Air Temperature [C](Hourly) ,ZONE:Zone Mean Air Temperature [C](Hourly) ,ZONE:Zone Mean Air Temperature [C](Hourly) 
 04/05  17:00:00,14.1083333333,7.6166666667,270,31.6516179981,31.6516179981,31.6516179981
 04/05  18:00:00,12.6166666667,7.5083333333,270,32.1453720813,32.1453720813,32.1453720813
 04/05  19:00:00,11.35,6.7,270,30.6922383344,30.6922383344,30.6922383344
 04/05  20:00:00,10.8083333333,4.5583333333,252.5,29.1535532224,29.1535532224,29.1535532224
 04/05  21:00:00,10.25,4.3916666667,245.8333333333,28.6181191351,28.6181191351,28.6181191351
 04/05  22:00:00,10,5.2416666667,261.6666666667,28.2293892945,28.2293892945,28.2293892945
 04/05  23:00:00,10,4.475,258.3333333333,27.9068832241,27.9068832241,27.9068832241
 04/05  24:00:00,10,3.8916666667,244.1666666667,27.6187819319,27.6187819319,27.6187819319
 04/06  01:00:00,10.35,4.1,222.5,27.3655000776,27.3655000776,27.3655000776
 04/06  02:00:00,10.6,2.9333333333,233.3333333333,27.1548200116,27.1548200116,27.1548200116
 04/06  03:00:00,10.6,2.3916666667,232.5,26.93384753,26.93384753,26.93384753
 04/06  04:00:00,10.25,3.1833333333,225.8333333333,26.6840895642,26.6840895642,26.6840895642
 04/06  05:00:00,10,4.5333333333,230,26.4279947941,26.4279947941,26.4279947941
 04/06  06:00:00,9.65,2.1666666667,95.8333333333,26.1919647121,26.1919647121,26.1919647121
 04/06  07:00:00,10.1,2.1,128.3333333333,26.1598320604,26.1598320604,26.1598320604
 04/06  08:00:00,10.6,3.8916666667,225.8333333333,26.5477863823,26.5477863823,26.5477863823
 04/06  09:00:00,11.2416666667,3.5166666667,247.5,27.3098618964,27.3098618964,27.3098618964
 04/06  10:00:00,12.6333333333,3.975,277.5,28.1831742438,28.1831742438,28.1831742438
 04/06  11:00:00,13.9416666667,5.825,284.1666666667,29.2306410429,29.2306410429,29.2306410429
 04/06  12:00:00,14.75,7.2833333333,280,30.6489710854,30.6489710854,30.6489710854
 04/06  13:00:00,15.35,8.925,280,31.5609081956,31.5609081956,31.5609081956
 04/06  14:00:00,15.25,8.2833333333,268.3333333333,32.5591094277,32.5591094277,32.5591094277
 04/06  15:00:00,15,7.7833333333,265.8333333333,33.7022965095,33.7022965095,33.7022965095
 04/06  16:00:00,14.65,8.2,270,33.8149595081,33.8149595081,33.8149595081
 04/06  17:00:00,13.7583333333,7.9083333333,264.1666666667,34.6807975454,34.6807975454,34.6807975454
 04/06  18:00:00,12.6583333333,7.1166666667,265.8333333333,34.2704094537,34.2704094537,34.2704094537
 04/06  19:00:00,11.5583333333,6.9916666667,270,31.6872272994,31.6872272994,31.6872272994
 04/06  20:00:00,11.1,5.3916666667,258.3333333333,29.7455954871,29.7455954871,29.7455954871
 04/06  21:00:00,10.8083333333,4.1,255.8333333333,29.0708827907,29.0708827907,29.0708827907
 04/06  22:00:00,10.25,3.8083333333,271.6666666667,28.5727588115,28.5727588115,28.5727588115
 04/06  23:00:00,10,4.1833333333,274.1666666667,28.1526932881,28.1526932881,28.1526932881
 04/06  24:00:00,10,4.3083333333,270,27.8057276439,27.8057276439,27.8057276439
 04/07  01:00:00,9.65,3.225,264.1666666667,27.4826374933,27.4826374933,27.4826374933
 04/07  02:00:00,9.1083333333,2.6,254.1666666667,27.1635755417,27.1635755417,27.1635755417
 04/07  03:00:00,8.9,2.8916666667,255.8333333333,26.8607646636,26.8607646636,26.8607646636
 04/07  04:00:00,8.9,2.1666666667,248.3333333333,26.5928989059,26.5928989059,26.5928989059
 04/07  05:00:00,9.1916666667,0.625,100,26.3734945536,26.3734945536,26.3734945536
 04/07  06:00:00,9.4,1.225,105,26.1728273878,26.1728273878,26.1728273878
 04/07  07:00:00,9.75,2.3916666667,168.3333333333,26.1926290791,26.1926290791,26.1926290791
 04/07  08:00:00,10.6416666667,1.9583333333,136.6666666667,26.7749794331,26.7749794331,26.7749794331
 04/07  09:00:00,12.0916666667,2.725,96.6666666667,27.6881488058,27.6881488058,27.6881488058
 04/07  10:00:00,12.8,3.8916666667,68.3333333333,28.8851104075,28.8851104075,28.8851104075
 04/07  11:00:00,13.4416666667,3.225,60,29.9810667995,29.9810667995,29.9810667995
 04/07  12:00:00,14.5416666667,2.6,48.3333333333,31.1519515423,31.1519515423,31.1519515423
 04/07  13:00:00,15.9916666667,3.1833333333,28.3333333333,32.2115488558,32.2115488558,32.2115488558
 04/07  14:00:00,17.3416666667,3.3083333333,14.1666666667,33.3647068464,33.3647068464,33.3647068464
 04/07  15:00:00,17.1583333333,6.425,173.3333333333,33.6349255746,33.6349255746,33.6349255746
 04/07  16:00:00,16.0583333333,8.8,278.3333333333,32.4668445373,32.4668445373,32.4668445373
 04/07  17:00:00,14.2583333333,9.3833333333,270,31.8788196403,31.8788196403,31.8788196403
 04/07  18:00:00,12.6583333333,8.575,275.8333333333,31.8004377412,31.8004377412,31.8004377412
 04/07  19:00:00,11.5583333333,8.6333333333,274.1666666667,30.301253261,30.301253261,30.301253261
 04/07  20:00:00,11.1,8.075,258.3333333333,28.9706721013,28.9706721013,28.9706721013
 04/07  21:00:00,10.4583333333,6.325,244.1666666667,28.4457016731,28.4457016731,28.4457016731
 04/07  22:00:00,10.35,5.9916666667,234.1666666667,28.0576907992,28.0576907992,28.0576907992
 04/07  23:00:00,10.25,5.9083333333,247.5,27.7477160642,27.7477160642,27.7477160642
 04/07  24:00:00,10,4.7666666667,260,27.4306244028,27.4306244028,27.4306244028
 04/08  01:00:00,10,3.8083333333,254.1666666667,27.1582893779,27.1582893779,27.1582893779
 04/08  02:00:00,10,3.8916666667,250,26.9069660351,26.9069660351,26.9069660351
 04/08  03:00:00,10,4.3916666667,238.3333333333,26.6750198228,26.6750198228,26.6750198228
 04/08  04:00:00,10,4.0166666667,224.1666666667,26.4476907535,26.4476907535,26.4476907535
 04/08  05:00:00,10,3.6,220,26.22908993,26.22908993,26.22908993
 04/08  06:00:00,10,3.6,237.5,26.0156081876,26.0156081876,26.0156081876
 04/08  07:00:00,10.35,4.1833333333,244.1666666667,25.9650646572,25.9650646572,25.9650646572
 04/08  08:00:00,10.6,4.6,257.5,26.1587758454,26.1587758454,26.1587758454
 04/08  09:00:00,10.8916666667,3.4333333333,275.8333333333,26.4179978892,26.4179978892,26.4179978892
 04/08  10:00:00,11.7416666667,2.6,256.6666666667,27.0135077072,27.0135077072,27.0135077072
 04/08  11:00:00,12.8416666667,4.7,251.6666666667,27.3369443808,27.3369443808,27.3369443808
 04/08  12:00:00,13.3,7.3666666667,265.8333333333,27.7193773862,27.7193773862,27.7193773862
 04/08  13:00:00,13.3,7.9083333333,258.3333333333,27.7652659744,27.7652659744,27.7652659744
 04/08  14:00:00,13.0083333333,8.3416666667,250,27.8239609678,27.8239609678,27.8239609678
 04/08  15:00:00,12.45,8.45,244.1666666667,27.9412592824,27.9412592824,27.9412592824
 04/08  16:00:00,12.2,7.9083333333,257.5,29.5058213934,29.5058213934,29.5058213934
 04/08  17:00:00,12.2,7.4083333333,258.3333333333,29.4551750917,29.4551750917,29.4551750917
 04/08  18:00:00,11.9083333333,6.9083333333,250,29.2105079636,29.2105079636,29.2105079636
 04/08  19:00:00,11.7,6.4083333333,255.8333333333,27.8753496433,27.8753496433,27.8753496433
 04/08  20:00:00,11.7,5.2666666667,248.3333333333,26.7089859617,26.7089859617,26.7089859617
 04/08  21:00:00,11.7,6.4083333333,251.6666666667,26.2915634713,26.2915634713,26.2915634713
 04/08  22:00:00,11.7,7.1166666667,254.1666666667,25.9873460505,25.9873460505,25.9873460505
 04/08  23:00:00,11.7,8.2166666667,250,25.7257897141,25.7257897141,25.7257897141
 04/08  24:00:00,11.7,8.075,255.8333333333,25.4867314247,25.4867314247,25.4867314247
 04/09  01:00:00,11.35,6.9083333333,254.1666666667,25.2568352378,25.2568352378,25.2568352378
 04/09  02:00:00,11.1,6.4083333333,244.1666666667,25.0264036378,25.0264036378,25.0264036378
 04/09  03:00:00,11.1,6.7833333333,245.8333333333,24.8236634486,24.8236634486,24.8236634486
 04/09  04:00:00,10.8083333333,5.6833333333,250,24.6206784173,24.6206784173,24.6206784173
 04/09  05:00:00,10.6,3.725,244.1666666667,24.4207111847,24.4207111847,24.4207111847
 04/09  06:00:00,10.6,4.6166666667,240,24.2419475482,24.2419475482,24.2419475482
 04/09  07:00:00,10.8916666667,5.0583333333,251.6666666667,24.224261843,24.224261843,24.224261843
 04/09  08:00:00,11.1,5.825,254.1666666667,24.5918835847,24.5918835847,24.5918835847
 04/09  09:00:00,12.0916666667,6.4083333333,255.8333333333,25.2603533559,25.2603533559,25.2603533559
 04/09  10:00:00,13.0916666667,6.4916666667,265.8333333333,26.4672662861,26.4672662861,26.4672662861
 04/09  11:00:00,13.9416666667,6.4083333333,270,27.9084927396,27.9084927396,27.9084927396
 04/09  12:00:00,15.1,7.075,270,29.1095047638,29.1095047638,29.1095047638
 04/09  13:00:00,15.6,6.825,258.3333333333,30.0543826259,30.0543826259,30.0543826259
 04/09  14:00:00,15.6,8.0083333333,261.6666666667,31.3890147397,31.3890147397,31.3890147397
 04/09  15:00:00,15.6,9.5916666667,264.1666666667,33.1081543279,33.1081543279,33.1081543279
 04/09  16:00:00,15.6,10.3833333333,260,34.4340166783,34.4340166783,34.4340166783
 04/09  17:00:00,14.6083333333,8.9916666667,260,34.5948535082,34.5948535082,34.5948535082
 04/09  18:00:00,13.55,8.925,260,33.549037757,33.549037757,33.549037757
 04/09  19:00:00,12.6583333333,9.5083333333,260,30.8872619031,30.8872619031,30.8872619031
 04/09  20:00:00,11.9083333333,6.5583333333,265.8333333333,28.8497940635,28.8497940635,28.8497940635
 04/09  21:00:00,11.35,3.725,258.3333333333,28.1181766534,28.1181766534,28.1181766534
 04/09  22:00:00,10.8083333333,4.6166666667,255.8333333333,27.5991290154,27.5991290154,27.5991290154
 04/09  23:00:00,10.6,6.8666666667,254.1666666667,27.1707996807,27.1707996807,27.1707996807
 04/09  24:00:00,10.6,7.9916666667,255.8333333333,26.8154422048,26.8154422048,26.8154422048
 04/10  01:00:00,10.25,7.9083333333,254.1666666667,26.4909441474,26.4909441474,26.4909441474
 04/10  02:00:00,10,7.7,250,26.1851061901,26.1851061901,26.1851061901
 04/10  03:00:00,10,7.1166666667,255.8333333333,25.9190544799,25.9190544799,25.9190544799
 04/10  04:00:00,9.65,6.1166666667,260,25.6585797077,25.6585797077,25.6585797077
 04/10  05:00:00,9.4,5.4083333333,254.1666666667,25.4045584711,25.4045584711,25.4045584711
 04/10  06:00:00,9.75,5.7833333333,255.8333333333,25.2129493388,25.2129493388,25.2129493388
 04/10  07:00:00,10,6.2,254.1666666667,25.3383830549,25.3383830549,25.3383830549
 04/10  08:00:00,10.6416666667,5.6166666667,255.8333333333,25.8565062174,25.8565062174,25.8565062174
 04/10  09:00:00,12.0916666667,5.4916666667,265.8333333333,26.7989649837,26.7989649837,26.7989649837
 04/10  10:00:00,13.7333333333,6.2833333333,270,27.9616179164,27.9616179164,27.9616179164
 04/10  11:00:00,14.75,7.575,270,29.2786684228,29.2786684228,29.2786684228
 04/10  12:00:00,15,8.55,275.8333333333,29.8854510972,29.8854510972,29.8854510972
 04/10  13:00:00,15.6416666667,9.0916666667,280,30.010613437,30.010613437,30.010613437
 04/10  14:00:00,15.8083333333,9.0083333333,268.3333333333,30.955986654,30.955986654,30.955986654
 04/10  15:00:00,15.6,8.8,260,32.1146426076,32.1146426076,32.1146426076
 04/10  16:00:00,14.9,9.675,265.8333333333,33.8266112113,33.8266112113,33.8266112113
 04/10  17:00:00,13.7583333333,9.425,264.1666666667,34.1081837128,34.1081837128,34.1081837128
 04/10  18:00:00,13.0083333333,6.35,271.6666666667,33.3147684557,33.3147684557,33.3147684557
 04/10  19:00:00,12.1583333333,5.825,285.8333333333,30.9597930715,30.9597930715,30.9597930715
 04/10  20:00:00,11.35,6.7,272.5,29.023219183,29.023219183,29.023219183
 04/10  21:00:00,11.1,6.7,265.8333333333,28.3508423435,28.3508423435,28.3508423435
 04/10  22:00:00,11.1,5.825,275.8333333333,27.9034301747,27.9034301747,27.9034301747
 04/10  23:00:00,10.8083333333,4.5583333333,274.1666666667,27.5255714346,27.5255714346,27.5255714346
 04/10  24:00:00,10.6,3.5166666667,275.8333333333,27.1855752941,27.1855752941,27.1855752941
 04/11  01:00:00,10.6,3.6833333333,268.3333333333,26.8872600533,26.8872600533,26.8872600533
 04/11  02:00:00,10.6,4.7416666667,254.1666666667,26.609385727,26.609385727,26.609385727
 04/11  03:00:00,10.25,4.2666666667,250,26.3413226153,26.3413226153,26.3413226153
 04/11  04:00:00,9.65,3.6,261.6666666667,26.0673138363,26.0673138363,26.0673138363
 04/11  05:00:00,9.75,3.0166666667,270,25.8311157043,25.8311157043,25.8311157043
 04/11  06:00:00,10,1.0833333333,112.5,25.6744761367,25.6744761367,25.6744761367
 04/11  07:00:00,10.6416666667,1.225,75.8333333333,25.866020936,25.866020936,25.866020936
 04/11  08:00:00,11.7416666667,2.6833333333,124.1666666667,26.3988203059,26.3988203059,26.3988203059
 04/11  09:00:00,12.8416666667,2.8083333333,79.1666666667,27.0672704068,27.0672704068,27.0672704068
 04/11  10:00:00,13.65,1.9583333333,32.5,27.9236871031,27.9236871031,27.9236871031
 04/11  11:00:00,15.1833333333,2.1416666667,212.5,28.3756287376,28.3756287376,28.3756287376
 04/11  12:00:00,16.1,5.2833333333,320.8333333333,29.0122969625,29.0122969625,29.0122969625
 04/11  13:00:00,15.8083333333,7.2,294.1666666667,29.8961076744,29.8961076744,29.8961076744
 04/11  14:00:00,17.175,6.6166666667,290,30.9171314727,30.9171314727,30.9171314727
 04/11  15:00:00,18.65,5.6166666667,290,32.4704747266,32.4704747266,32.4704747266
 04/11  16:00:00,20.1833333333,6.3666666667,284.1666666667,32.2728266649,32.2728266649,32.2728266649
 04/11  17:00:00,20.4583333333,5.6833333333,291.6666666667,31.8416996104,31.8416996104,31.8416996104
 04/11  18:00:00,17.0833333333,6.1166666667,288.3333333333,31.8181300415,31.8181300415,31.8181300415
 04/11  19:00:00,14.0083333333,7.2,280,30.1941460372,30.1941460372,30.1941460372
 04/11  20:00:00,14.2916666667,4.225,320.8333333333,28.6742471857,28.6742471857,28.6742471857
 04/11  21:00:00,14.65,4.2,297.5,28.2173986705,28.2173986705,28.2173986705
 04/11  22:00:00,14.1083333333,5.9916666667,277.5,27.850919115,27.850919115,27.850919115
 04/11  23:00:00,13.2583333333,4.975,290,27.5221523975,27.5221523975,27.5221523975
 04/11  24:00:00,12.45,4.3916666667,266.6666666667,27.2012816056,27.2012816056,27.2012816056
 04/12  01:00:00,12.8416666667,4.6,267.5,26.9435765165,26.9435765165,26.9435765165
 04/12  02:00:00,12.6583333333,5.2416666667,280,26.717124046,26.717124046,26.717124046
 04/12  03:00:00,11.9083333333,3.8916666667,326.6666666667,26.4530096181,26.4530096181,26.4530096181
 04/12  04:00:00,11.9916666667,2.3083333333,225.8333333333,26.2513284837,26.2513284837,26.2513284837
 04/12  05:00:00,12.8416666667,3.5583333333,112.5,26.102543853,26.102543853,26.102543853
 04/12  06:00:00,13.3,3.4333333333,117.5,25.9789304649,25.9789304649,25.9789304649
 04/12  07:00:00,13.9416666667,1.0833333333,54.1666666667,26.1997261997,26.1997261997,26.1997261997
 04/12  08:00:00,15.1,1.225,52.5,26.8553694453,26.8553694453,26.8553694453
 04/12  09:00:00,16.8833333333,1.75,78.3333333333,27.2149605016,27.2149605016,27.2149605016
 04/12  10:00:00,17.45,2.1416666667,64.1666666667,28.183986141,28.183986141,28.183986141
 04/12  11:00:00,17.8416666667,1.0833333333,25,29.3214290009,29.3214290009,29.3214290009
 04/12  12:00:00,20.2833333333,3.325,81.6666666667,30.5443197404,30.5443197404,30.5443197404
 04/12  13:00:00,21.35,6.575,151.6666666667,30.8943006829,30.8943006829,30.8943006829
 04/12  14:00:00,20.1083333333,4.5166666667,165.8333333333,30.5697048798,30.5697048798,30.5697048798
 04/12  15:00:00,19.4,2.6,175.8333333333,30.0064320592,30.0064320592,30.0064320592
 04/12  16:00:00,19.4,4.4083333333,185.8333333333,29.8262940516,29.8262940516,29.8262940516
 04/12  17:00:00,18.7583333333,5.9916666667,195.8333333333,29.7813344992,29.7813344992,29.7813344992
 04/12  18:00:00,17.6583333333,6.7833333333,194.1666666667,29.699180908,29.699180908,29.699180908
 04/12  19:00:00,16.5583333333,6.325,184.1666666667,28.7538455419,28.7538455419,28.7538455419
 04/12  20:00:00,15.8083333333,4.475,168.3333333333,27.9520024561,27.9520024561,27.9520024561
 04/12  21:00:00,14.9,3.6,200.8333333333,27.456665932,27.456665932,27.456665932
 04/12  22:00:00,14.1083333333,2.375,195,27.1015478024,27.1015478024,27.1015478024
 04/12  23:00:00,13.9,2.725,135,26.816177863,26.816177863,26.816177863
 04/12  24:00:00,13.9,2.725,92.5,26.6106464017,26.6106464017,26.6106464017
 04/13  01:00:00,14.1916666667,3.5583333333,103.3333333333,26.5510744158,26.5510744158,26.5510744158
 04/13  02:00:00,14.4,4.0166666667,114.1666666667,26.4055107218,26.4055107218,26.4055107218
 04/13  03:00:00,14.75,3.0166666667,110,26.2665999924,26.2665999924,26.2665999924
 04/13  04:00:00,14.65,4.1166666667,133.3333333333,26.114514192,26.114514192,26.114514192
 04/13  05:00:00,14.4,4.5583333333,173.3333333333,25.9281615003,25.9281615003,25.9281615003
 04/13  06:00:00,14.1083333333,3.8083333333,178.3333333333,25.7624144695,25.7624144695,25.7624144695
 04/13  07:00:00,14.5416666667,3.8916666667,175.8333333333,25.8375229324,25.8375229324,25.8375229324
 04/13  08:00:00,15.35,4.7416666667,180,26.4609343404,26.4609343404,26.4609343404
 04/13  09:00:00,15.6,5.4916666667,191.6666666667,27.2037329286,27.2037329286,27.2037329286
 04/13  10:00:00,16.5333333333,5.0583333333,194.1666666667,28.2849937721,28.2849937721,28.2849937721
 04/13  11:00:00,18.1916666667,6.1166666667,184.1666666667,29.0258293921,29.0258293921,29.0258293921
 04/13  12:00:00,17.2666666667,6.0333333333,191.6666666667,30.100440433,30.100440433,30.100440433
 04/13  13:00:00,16.7416666667,5.4916666667,194.1666666667,30.962035715,30.962035715,30.962035715
 04/13  14:00:00,17.55,6.575,195.8333333333,32.1386999814,32.1386999814,32.1386999814
 04/13  15:00:00,17.45,7.2,200,33.4288998706,33.4288998706,33.4288998706
 04/13  16:00:00,16.9083333333,6.6166666667,200,33.6127949046,33.6127949046,33.6127949046
 04/13  17:00:00,16.0583333333,5.2666666667,205.8333333333,32.9182422815,32.9182422815,32.9182422815
 04/13  18:00:00,15.25,4.6,204.1666666667,32.751454513,32.751454513,32.751454513
 04/13  19:00:00,14.65,5.5333333333,200,31.1889091364,31.1889091364,31.1889091364
 04/13  20:00:00,14.4,5.6166666667,205.8333333333,29.4205725219,29.4205725219,29.4205725219
 04/13  21:00:00,14.1083333333,5.2,210,28.8621390232,28.8621390232,28.8621390232
 04/13  22:00:00,13.9,4.85,210,28.4691675808,28.4691675808,28.4691675808
 04/13  23:00:00,13.55,4.3083333333,204.1666666667,28.1404222538,28.1404222538,28.1404222538
 04/13  24:00:00,13.0083333333,3.225,182.5,27.8250620866,27.8250620866,27.8250620866
 04/14  01:00:00,12.8,1.9583333333,164.1666666667,27.54422446,27.54422446,27.54422446
 04/14  02:00:00,13.0916666667,1.85,148.3333333333,27.3217424937,27.3217424937,27.3217424937
 04/14  03:00:00,13.0083333333,3.2666666667,128.3333333333,27.1182287017,27.1182287017,27.1182287017
 04/14  04:00:00,12.8,3.5166666667,120,26.8920526055,26.8920526055,26.8920526055
 04/14  05:00:00,12.45,3.3916666667,143.3333333333,26.6813952285,26.6813952285,26.6813952285
 04/14  06:00:00,11.9083333333,3.6,142.5,26.3349039377,26.3349039377,26.3349039377
 04/14  07:00:00,11.9916666667,3.6,130,26.403652841,26.403652841,26.403652841
 04/14  08:00:00,12.55,2.725,124.1666666667,26.8941510583,26.8941510583,26.8941510583
 04/14  09:00:00,13.0916666667,1.75,120,27.6035215418,27.6035215418,27.6035215418
 04/14  10:00:00,13.9416666667,2.4333333333,254.1666666667,28.7166066835,28.7166066835,28.7166066835
 04/14  11:00:00,14.4,3.3916666667,151.6666666667,29.7709181349,29.7709181349,29.7709181349
 04/14  12:00:00,14.1083333333,3.8916666667,10,30.7007157587,30.7007157587,30.7007157587
 04/14  13:00:00,14.8916666667,2.5833333333,185,31.5033992881,31.5033992881,31.5033992881
 04/14  14:00:00,15.25,3.3083333333,269.1666666667,32.834400249,32.834400249,32.834400249
 04/14  15:00:00,15.6416666667,5.5333333333,251.6666666667,34.4696760777,34.4696760777,34.4696760777
 04/14  16:00:00,16.1,7.075,260,35.80956648,35.80956648,35.80956648
 04/14  17:00:00,15.4583333333,7.1166666667,248.3333333333,36.2750670872,36.2750670872,36.2750670872
 04/14  18:00:00,14.0083333333,6.7,245.8333333333,35.5489481082,35.5489481082,35.5489481082
 04/14  19:00:00,13.0083333333,5.475,244.1666666667,33.1440699986,33.1440699986,33.1440699986
 04/14  20:00:00,12.8,5.2416666667,240,30.9138787906,30.9138787906,30.9138787906
