Date/Time,Environment:Outdoor Dry Bulb [C](Hourly),Environment:Wind Speed [m/s](Hourly),Environment:Wind Direction [deg](Hourly),FLOOR 0:Zone Mean Air Temperature [C](Hourly),FLOOR 1:Zone Mean Air Temperature [C](Hourly),FLOOR 2:Zone Mean Air Temperature [C](Hourly),FLOOR 3:Zone Mean Air Temperature [C](Hourly),FLOOR 4:Zone Mean Air Temperature [C](Hourly),FLOOR 5:Zone Mean Air Temperature [C](Hourly),FLOOR 6:Zone Mean Air Temperature [C](Hourly),FLOOR 7:Zone Mean Air Temperature [C](Hourly) 
 01/05  23:00:00,8.0083333333,2.6833333333,214.1666666667,22.1942374968,23.7815067875,24.1305851657,24.2381398207,24.2688181241,24.2885813325,24.1698450101,22.3720784035
 01/05  24:00:00,7.45,3.1,360,21.9141221513,23.4990882521,23.8465500308,23.9529962392,23.9830604212,24.00199309,23.8849364925,21.817579133
 01/06  01:00:00,7.2,2.8083333333,360,21.6769955095,23.2583849544,23.6057837015,23.7104039212,23.7410724394,23.7583118001,23.6430288084,21.3376272127
 01/06  02:00:00,6.9083333333,3.1833333333,360,21.4589035684,23.0366889631,23.3824485516,23.4869502733,23.5166629628,23.5339273925,23.4179685363,20.9101488738
 01/06  03:00:00,6.7,3.6,360,21.2513120481,22.8218862506,23.1670898679,23.2698692212,23.2999458107,23.3157244949,23.1996795007,20.5065421212
 01/06  04:00:00,6.7,3.6,360,21.0855475578,22.6489734694,22.9933204194,23.0950271763,23.1250179617,23.1399012062,23.0224918851,20.1759221285
 01/06  05:00:00,6.35,3.3083333333,360,20.9025735674,22.4597562584,22.8023684605,22.9042607552,22.9331299081,22.948310977,22.8277370218,19.8399713761
 01/06  06:00:00,6.1,1.2916666667,150,20.7193857986,22.27150221,22.6153521758,22.7165271812,22.7465745672,22.7607546022,22.6382678288,19.5077936545
 01/06  07:00:00,5.8083333333,1.5166666667,11.6666666667,20.5361352232,22.0832368016,22.4255385875,22.5278253868,22.5567389532,22.5720155282,22.4447817087,19.1890844567
 01/06  08:00:00,5.25,2.3083333333,20,20.9774847539,22.4788223796,22.8494476715,22.9194848929,22.978043932,22.9618100485,22.8613302664,19.6841195483
 01/06  09:00:00,5.35,2.1,14.1666666667,23.8699356134,25.3471710603,25.7282969281,25.7915313415,25.8616144721,25.8365090508,25.7245892413,24.1104501956
 01/06  10:00:00,5.8916666667,3.5583333333,214.1666666667,24.9974422875,26.5127314562,26.8687187407,26.9720453475,27.0144530169,27.0251653908,26.8736627335,26.710363714
 01/06  11:00:00,6.45,3.725,360,24.5389211093,26.0839535089,26.4343832395,26.5559545865,26.5868810938,26.6118881705,26.4516717735,26.4602472055
 01/06  12:00:00,6.7,2.8083333333,167.5,23.9300354711,25.4775075192,25.83816342,25.9549662747,25.9927701463,26.0135672202,25.8662943249,25.7766931809
 01/06  13:00:00,6.9916666667,1.0833333333,12.5,24.55702376,26.098000405,26.4969762776,26.5908971006,26.6528596769,26.6551097888,26.5250085032,26.8181107647
 01/06  14:00:00,7.55,0.875,5.8333333333,26.0216843589,27.5793299433,27.985030289,28.0893656557,28.1535185838,28.1606485096,28.0107409598,29.5195068104
 01/06  15:00:00,8.0916666667,2.1416666667,15.8333333333,27.6464874523,29.1780884323,29.5795530112,29.6845033918,29.7512815222,29.7565466115,29.6086668928,32.6046943268
 01/06  16:00:00,8.3,1.9583333333,20,28.221754591,29.7592622181,30.1226784536,30.2514207454,30.2891709225,30.3172912281,30.1452791998,33.9170025959
 01/06  17:00:00,8.3,1.5,14.1666666667,25.5232083864,27.0861281193,27.4044565705,27.5606369189,27.5579627157,27.6185861022,27.4182585582,29.1595343811
 01/06  18:00:00,8.3,1.85,214.1666666667,23.9042483679,25.4325083164,25.780243731,25.8976216404,25.9259863405,25.9503718102,25.7961318035,26.0695108219
 01/06  19:00:00,8.3,1.75,348.3333333333,23.3051399166,24.8349658054,25.1816483476,25.2953276624,25.3241523844,25.3454726141,25.1972795129,24.8635744473
 01/06  20:00:00,8.0083333333,0.625,141.6666666667,22.8318386779,24.3690106446,24.7169899523,24.8289532924,24.8591349718,24.8786355766,24.7367714529,23.9299211135
 01/06  21:00:00,7.1583333333,1.225,93.3333333333,22.4146780671,23.9560602828,24.3019234544,24.4133130219,24.4421439268,24.4614140966,24.3231163441,23.1069949924
 01/06  22:00:00,6.7,0.875,66.6666666667,22.0766565384,23.6174754374,23.9644149561,24.0720889455,24.1029379971,24.118666029,23.9865962032,22.4094928752
 01/06  23:00:00,8.625,3.325,145.8333333333,21.9929611502,23.5233161517,23.8724382384,23.9731067307,24.0079125568,24.0174219294,23.8929634229,22.0767427258
 01/06  24:00:00,9.3583333333,4.7666666667,255.8333333333,21.8963627681,23.4254604114,23.7667135918,23.8708903661,23.89989721,23.9134273154,23.7859859548,21.8136299019
 01/07  01:00:00,9.1916666667,4.1,265.8333333333,21.6752080261,23.2015584697,23.5443899591,23.6466457388,23.6774394978,23.6889740573,23.5642994163,21.3909352443
 01/07  02:00:00,9.1083333333,2.5833333333,235,21.5352912253,23.0591864353,23.4012378074,23.5031396945,23.5335836591,23.5447913344,23.4199159299,21.0891283295
 01/07  03:00:00,7.2666666667,1.5,169.1666666667,21.2366579818,22.7631910727,23.1004654861,23.2070967471,23.2326333814,23.2484017567,23.1176896625,20.6020581907
 01/07  04:00:00,6.45,1.5,210,20.9425291818,22.4599912653,22.8006800654,22.9028185109,22.9321551296,22.9434821738,22.815254481,20.0862088552
 01/07  05:00:00,6.9916666667,2.1416666667,271.6666666667,20.821666596,22.3302199688,22.6704851376,22.7710483113,22.8008510781,22.8108473997,22.6814377381,19.8228642972
 01/07  06:00:00,7.8416666667,1.9583333333,128.3333333333,20.7670770723,22.265041623,22.6061396699,22.7039557538,22.7354657275,22.7429169288,22.6129979137,19.6669033366
 01/07  07:00:00,8.0083333333,0.625,8.3333333333,20.7172855906,22.2108273217,22.5506061304,22.6498772172,22.6801460333,22.688884259,22.554585749,19.5483084857
 01/07  08:00:00,8.4416666667,0.875,40.8333333333,20.6890159773,22.1711192648,22.5140410937,22.6097619776,22.6434481761,22.6486034622,22.5142062413,19.4692927077
 01/07  09:00:00,8.9,1.85,75.8333333333,20.9687832133,22.4391151877,22.7877529407,22.8790418034,22.9184616583,22.9185625635,22.7857391909,19.9560749467
 01/07  10:00:00,9.5416666667,2.1,237.5,21.5076349924,22.9671395139,23.3298350539,23.4136502115,23.4654614817,23.4563707941,23.3305133833,20.9461993645
 01/07  11:00:00,8.7166666667,4.2,350,22.1555959189,23.6289476801,23.9812427642,24.0826712214,24.1220125703,24.1283962101,23.9844081743,22.2843361271
 01/07  12:00:00,7.8,5.7,355.8333333333,21.7034549892,23.1651491735,23.5081572206,23.6124396669,23.6450248189,23.6556995325,23.5015851479,21.7252394819
 01/07  13:00:00,8.4416666667,4.1833333333,354.1666666667,22.246160391,23.6883120222,24.0603236816,24.1440601853,24.2028883887,24.1909457572,24.0575137316,22.6299234184
 01/07  14:00:00,8.9,3.1,350,23.7561306031,25.204599746,25.5968397397,25.6776852594,25.7491473763,25.7314311887,25.5957956158,25.1938236102
 01/07  15:00:00,9.5416666667,3.6833333333,355.8333333333,24.6014245101,26.045293692,26.4178642118,26.5143207876,26.5707802522,26.5675227837,26.3986480286,26.8336021979
 01/07  16:00:00,9.65,3.5166666667,360,25.7786840693,27.214807613,27.5723065978,27.6775911303,27.723381545,27.7283099532,27.5483577514,29.1436802005
 01/07  17:00:00,9.1083333333,2.8083333333,360,23.6519870523,25.1235305927,25.4247449097,25.5732411795,25.565757745,25.6183950216,25.3988148868,25.7099163482
 01/07  18:00:00,8.55,3.475,348.3333333333,22.2423596102,23.6730217159,24.0042887907,24.1154882586,24.1395025671,24.1570448632,23.9795751544,23.1076803723
 01/07  19:00:00,8.0083333333,4.1,351.6666666667,21.7228712332,23.1457923834,23.4783518654,23.5839274096,23.610787145,23.6232527338,23.4508777992,22.0978068703
 01/07  20:00:00,7.45,3.8083333333,360,21.3335607741,22.7540917475,23.0858552141,23.1891801999,23.2162307579,23.2269249266,23.0568913432,21.3419246146
 01/07  21:00:00,6.9083333333,3.3083333333,360,21.004253862,22.4229391977,22.7540166725,22.8557925258,22.8829028664,22.892276468,22.7241075045,20.699023414
 01/07  22:00:00,6.7,1.2916666667,150,20.7527158324,22.1706896493,22.5035356931,22.6034454333,22.6323151332,22.6396123795,22.4740238359,20.1849463657
 01/07  23:00:00,6.35,1.225,23.3333333333,20.5517596358,21.9674724173,22.2992528288,22.3992211244,22.4272783119,22.4347125698,22.2686171392,19.7673177312
 01/07  24:00:00,5.8083333333,0.875,16.6666666667,20.3406496849,21.7505703623,22.0811627843,22.1800896046,22.2078637284,22.2144229483,22.0480775794,19.3533996372
 01/08  01:00:00,5.6,0,0,20.1550864061,21.5634388398,21.8957989343,21.9950933417,22.0240032843,22.0304073874,21.8636911146,18.9968803288
 01/08  02:00:00,5.25,0.875,17.5,19.9584585988,21.3578176214,21.6866925209,21.7854326579,21.8119506236,21.8187216047,21.6486605223,18.6328281693
 01/08  03:00:00,5,0.625,12.5,19.7697550356,21.159385397,21.4884712508,21.5854257352,21.6133242615,21.618023541,21.4470416013,18.2859826059
 01/08  04:00:00,5,0.875,23.3333333333,19.6194694916,21.0013856051,21.3293550341,21.4263750014,21.4536390182,21.4585043594,21.2842022715,18.0065190335
 01/08  05:00:00,4.65,1.5,92.5,19.4393801521,20.8097873725,21.134471146,21.2307854121,21.256371334,21.260952192,21.0824134839,17.6937323891
 01/08  06:00:00,4.4,1.85,106.6666666667,19.2611767207,20.6198485299,20.9432409152,21.0379254162,21.06346798,21.0668263536,20.8849559738,17.3842624035
 01/08  07:00:00,4.1083333333,2.1,107.5,19.092101385,20.4393316658,20.7607165178,20.8551845138,20.8796746356,20.8828744482,20.6963041454,17.0974149094
 01/08  08:00:00,3.9,0.875,50,19.6442246871,20.947156545,21.3038603638,21.3639220723,21.4239076852,21.3922960718,21.2369368116,17.7552099832
 01/08  09:00:00,3.9583333333,0.875,87.5,22.9077187518,24.207056473,24.5650858627,24.6322051984,24.6937680505,24.6658887773,24.4913230949,22.9107750098
 01/08  10:00:00,6.2166666667,1.85,115,24.5215913282,25.8534033038,26.2025718211,26.2961734794,26.3446245369,26.3383693278,26.1298783054,26.488330452
 01/08  11:00:00,8.5,2.3916666667,72.5,24.5847319532,25.9682008903,26.3122460255,26.4321590024,26.4658438778,26.4773229446,26.2478893033,27.2521463255
 01/08  12:00:00,9.5833333333,1.9583333333,30.8333333333,23.8471342917,25.2511355693,25.5951977572,25.7142524369,25.7455550116,25.7584018203,25.5203881195,26.1960610617
 01/08  13:00:00,11.75,1.85,50.8333333333,24.1842727329,25.5551227203,25.9230376395,26.0208341681,26.0749250871,26.0666674815,25.8486571416,26.743968596
 01/08  14:00:00,12.4166666667,0.875,33.3333333333,25.6786689384,27.0661795211,27.4574064958,27.5572854328,27.6230092739,27.6141317751,27.4042078431,29.7305219072
 01/08  15:00:00,13.1666666667,0,0,27.4764279082,28.8580557325,29.2514364092,29.361369473,29.428966454,29.4283153936,29.2189992809,33.3148869215
 01/08  16:00:00,13.9416666667,0,0,27.6126274678,29.0019971109,29.3521978729,29.4885874827,29.5226091002,29.5483041702,29.3121749008,33.8640514864
 01/08  17:00:00,11.975,1.8083333333,35,24.9815328262,26.3757517685,26.6823327139,26.8364797782,26.8344415519,26.8844423051,26.6438263652,28.9739277947
 01/08  18:00:00,11.2416666667,2.1666666667,89.1666666667,23.453436532,24.810248034,25.1436507102,25.2608833723,25.2887340412,25.3048223136,25.1012008746,25.903691938
 01/08  19:00:00,10.7083333333,2.4333333333,92.5,22.8464086066,24.2076702658,24.5379386503,24.6537063058,24.6799006242,24.6952674362,24.4962845547,24.6875316913
 01/08  20:00:00,9.3583333333,3.3916666667,97.5,22.2982744616,23.6613189564,23.9900735418,24.1024615601,24.1288156084,24.1414406409,23.9501634427,23.6257025722
 01/08  21:00:00,8.9,3.6,104.1666666667,21.8962838779,23.2608653567,23.5898416786,23.6986282029,23.7264803364,23.7358723501,23.552936066,22.7991134687
 01/08  22:00:00,9.1916666667,3.8916666667,94.1666666667,21.6256838082,22.9912147444,23.3206686233,23.4266867344,23.4560117911,23.46285228,23.2873476781,22.1935103127
 01/08  23:00:00,9.4,4.3916666667,95.8333333333,21.4150191735,22.7811147807,23.1093414037,23.2144116802,23.2435396093,23.2496412382,23.0789398991,21.7124849058
 01/08  24:00:00,9.1083333333,4.3083333333,100,21.1915014686,22.557469313,22.8840227945,22.9887937923,23.0171527716,23.0231262683,22.855542763,21.2472597891
 01/09  01:00:00,8.2583333333,3.5166666667,100,20.932265216,22.2978878706,22.6223630004,22.7274299648,22.7544219533,22.7608079331,22.5945760271,20.7526463086
 01/09  02:00:00,9.0833333333,3.1,70.8333333333,20.8056792758,22.1635545317,22.4921185229,22.5916523849,22.6234212131,22.6243583385,22.4647408793,20.4340157786
 01/09  03:00:00,9.0083333333,1.2916666667,20.8333333333,20.7037293825,22.0633169583,22.3877083741,22.4909507281,22.5188306575,22.5233718711,22.3605394701,20.2042323849
 01/09  04:00:00,7.0166666667,1.5166666667,81.6666666667,20.381432581,21.7397219914,22.0599435268,22.1657709272,22.189912697,22.1971503099,22.0308419556,19.680539563
 01/09  05:00:00,6.7416666667,3.475,268.3333333333,20.1464527398,21.4906474339,21.8132712313,21.9131977532,21.9414263309,21.9432966883,21.781071757,19.2454484364
 01/09  06:00:00,6.9083333333,3.225,354.1666666667,20.0259658846,21.3638730805,21.6843098448,21.7846694785,21.8116384691,21.8141466223,21.6497816927,18.9977554947
 01/09  07:00:00,6.35,2.3083333333,355.8333333333,19.8358674715,21.1680106133,21.4872464683,21.5877788017,21.6140107895,21.6167450072,21.449903857,18.6654037517
 01/09  08:00:00,6.1,2.3916666667,360,20.4369338174,21.7186342223,22.0739680252,22.1352803668,22.1989845386,22.1629758921,22.0320568141,19.3648963373
 01/09  09:00:00,6.625,3.475,155.8333333333,23.4196861597,24.6685784212,25.0416398395,25.104916179,25.1700582464,25.1163343985,24.9713304547,24.0162192267
 01/09  10:00:00,7.1166666667,2.5833333333,10,24.7392998153,26.0462789718,26.3899287001,26.4883441851,26.5335792519,26.5238426893,26.3464482261,27.066566901
 01/09  11:00:00,7.6666666667,0.625,4.1666666667,24.8497701247,26.2118967613,26.5599367382,26.6808415169,26.7200577655,26.72475725,26.5355098146,27.8836500111
 01/09  12:00:00,8,1.8083333333,5.8333333333,24.2103642725,25.5958849462,25.9398103544,26.0673763206,26.100627954,26.1101017588,25.912964166,27.0137623622
 01/09  13:00:00,8.5833333333,3.1,10,24.470376287,25.8204870533,26.1872180021,26.2867237428,26.3426460751,26.3297212878,26.1524281666,27.3998955394
 01/09  14:00:00,9,2.1666666667,27.5,25.6030425049,26.9660021967,27.3447398186,27.4490942194,27.5096792142,27.4992672606,27.3238407191,29.6674061036
 01/09  15:00:00,10.1666666667,1.5,57.5,26.9711223189,28.3274653967,28.7017173477,28.8147965253,28.8721264339,28.8702363901,28.6927641392,32.3490459703
 01/09  16:00:00,10.825,2.1416666667,52.5,25.9223751724,27.2897708422,27.6209011691,27.7584999937,27.7815227929,27.8058178125,27.6013302556,30.6137250559
 01/09  17:00:00,10.2916666667,3.1833333333,226.6666666667,23.8676604937,25.2293138284,25.5442002216,25.6796684908,25.6920367981,25.7203681655,25.5261361666,26.7956920923
 01/09  18:00:00,10,1.5,150,22.9358207063,24.2814407963,24.6090299924,24.7245909545,24.7520100852,24.7619097571,24.5903054912,24.9487498206
 01/09  19:00:00,9.65,0,0,22.4689951474,23.8208113751,24.1493465291,24.2626217942,24.2913599077,24.2991827312,24.1348767094,23.9931495316
 01/09  20:00:00,9.1083333333,0.875,175,22.0681520725,23.4219794035,23.7486595344,23.8597393288,23.8880832952,23.8944101221,23.7363755677,23.1728556277
 01/09  21:00:00,8.55,1.85,165.8333333333,21.7237501346,23.0774583573,23.402080026,23.510944566,23.5388924758,23.5437054438,23.3914471877,22.4625063378
 01/09  22:00:00,8.0083333333,1.75,46.6666666667,21.4241564489,22.7782942952,23.1019166098,23.2091377079,23.2371364947,23.2406967199,23.0933968695,21.8451483782
 01/09  23:00:00,7.1583333333,3.0166666667,222.5,21.1248480601,22.4778300922,22.7984443914,22.9053747085,22.9316757726,22.9355147141,22.7906027994,21.2556456317
 01/09  24:00:00,6.7,4.3916666667,354.1666666667,20.8598848624,22.2064902669,22.526360724,22.6302362312,22.6574278499,22.6588551486,22.5181039761,20.7214487689
 01/10  01:00:00,6.7,4.3083333333,355.8333333333,20.668972125,22.0111755855,22.3302156881,22.4326258699,22.4600223333,22.4603625641,22.3218545473,20.3144387404
 01/10  02:00:00,6.7,3.5166666667,161.6666666667,20.4904319146,21.8297577935,22.148138499,22.250086127,22.2775969076,22.2777208419,22.1401413759,19.950278787
 01/10  03:00:00,6.35,3.3916666667,20,20.2941816107,21.629641462,21.9466338772,22.0488643515,22.0753882325,22.0760405231,21.9376628941,19.5789417817
 01/10  04:00:00,6.1,3.3083333333,31.6666666667,20.1174257111,21.4447171073,21.7612772266,21.8614201767,21.888521212,21.8874266411,21.749227656,19.234476229
 01/10  05:00:00,6.1,3.3916666667,22.5,19.9817701325,21.3012549933,21.6163853834,21.7158127032,21.7424282895,21.7407169355,21.600951915,18.9586969527
 01/10  06:00:00,6.1,3.0166666667,27.5,19.8421077414,21.1536879901,21.467760636,21.5663651933,21.5927825891,21.5908040888,21.4492523261,18.6928136485
 01/10  07:00:00,5.1083333333,1.0833333333,16.6666666667,19.6343501646,20.9440259153,21.2562495348,21.3573663375,21.3817798836,21.3821389386,21.2358077908,18.3487542036
 01/10  08:00:00,5.1,1.5166666667,17.5,20.229389392,21.4873873133,21.8378947516,21.8981252094,21.9620923714,21.9220669972,21.8128378618,19.0367324208
 01/10  09:00:00,6.3,3.3583333333,146.6666666667,23.2371655255,24.4804462604,24.826379868,24.8915925119,24.9529795626,24.9163452524,24.79579409,23.7148331188
 01/10  10:00:00,6.8,3.025,247.5,24.3509861258,25.6344405519,25.9647020796,26.0646058055,26.1053464636,26.098240663,25.9390693484,26.3807724851
 01/10  11:00:00,6.975,1,108.3333333333,24.364957689,25.6917318499,26.0288778484,26.1461187848,26.1840365785,26.186816024,26.0180387769,26.9837282855
 01/10  12:00:00,7.3333333333,0.7583333333,93.3333333333,23.910101706,25.2647036807,25.6044458864,25.7316707069,25.7623945026,25.7757062708,25.6036941832,26.5021712431
 01/10  13:00:00,8.025,1.1833333333,177.5,24.1107830995,25.4405630846,25.8027177456,25.9046417084,25.9609046537,25.9502626356,25.7965349138,26.8293402386
 01/10  14:00:00,8.3416666667,0.4583333333,79.1666666667,25.4358480772,26.7770749385,27.1598040964,27.2620761605,27.3297576944,27.3159828925,27.1660631133,29.3780599253
 01/10  15:00:00,9.1166666667,0,0,27.3357395993,28.669492075,29.0580222194,29.1665740529,29.2390258639,29.2300338742,29.0845055046,33.040353963
 01/10  16:00:00,9.875,0.875,11.6666666667,28.0063718383,29.3441802132,29.6868918616,29.8215869116,29.8588663112,29.8762774047,29.7032461716,34.5115629466
 01/10  17:00:00,9.3583333333,2.4333333333,14.1666666667,25.2413798749,26.5980704118,26.8861656896,27.0482312899,27.0391689612,27.0912185767,26.8850151278,29.5393024426
 01/10  18:00:00,8.55,2.5166666667,10,23.4935194567,24.8142461993,25.1347242271,25.2549038881,25.2805785317,25.2939960812,25.1366360881,26.1316168565
 01/10  19:00:00,8.0083333333,1.75,10,22.8041441773,24.1296185731,24.449928097,24.5663892723,24.5932010794,24.6036185234,24.4541791238,24.7760044596
 01/10  20:00:00,7.45,1.85,15.8333333333,22.2975423968,23.6281193259,23.9477234789,24.0613871797,24.0886653601,24.0969212488,23.955010738,23.75961535
 01/10  21:00:00,6.9083333333,2.975,218.3333333333,21.8778360808,23.2108822246,23.5287595817,23.6398796603,23.6669805862,23.6734681523,23.5382732183,22.9017250325
 01/10  22:00:00,6.7,4.1833333333,155.8333333333,21.5428982826,22.8754253723,23.1922049903,23.300269022,23.3279397804,23.3321070509,23.2035810504,22.1918829064
 01/10  23:00:00,6.7,4.0166666667,15.8333333333,21.2825848452,22.6155393094,22.9315017581,23.0376480905,23.0656015914,23.0683814964,22.9448948711,21.6221014742
 01/10  24:00:00,6.7,2.375,37.5,21.06404699,22.3984878481,22.7146944458,22.8196741709,22.8482231788,22.8500004759,22.7304583424,21.1450460809
 01/11  01:00:00,6.0583333333,2.725,26.6666666667,20.8168606018,22.1521449926,22.4655097946,22.5716129991,22.5979501654,22.6012243033,22.4819160265,20.6577653798
 01/11  02:00:00,5.8916666667,3.8916666667,208.3333333333,20.5947946505,21.9219720276,22.2353291357,22.3377051633,22.3655093816,22.3656994036,22.2498041446,20.2023993048
 01/11  03:00:00,5.8083333333,3.5166666667,151.6666666667,20.4300717795,21.7533438607,22.0646437899,22.1668640454,22.193543772,22.1939930241,22.077718466,19.8549481302
 01/11  04:00:00,4.6083333333,2.5166666667,179.1666666667,20.165099323,21.487222641,21.7957403814,21.8997487331,21.9240093366,21.9264343137,21.8074048173,19.3924869749
 01/11  05:00:00,4.5416666667,0.875,125,19.9634151203,21.2801308613,21.5931986269,21.6937358371,21.7222604697,21.7210220853,21.6048963951,19.0020067422
 01/11  06:00:00,4.3583333333,0.875,87.5,19.8013986019,21.1159270342,21.4260447139,21.5293338591,21.5550664627,21.5567673399,21.4360480972,18.6983728363
 01/11  07:00:00,4.5416666667,2.1416666667,266.6666666667,19.6344857979,20.935294892,21.2456664269,21.3447151519,21.3722824414,21.3705296795,21.2499672761,18.3758310643
 01/11  08:00:00,4.65,1.9583333333,350,20.0649604965,21.3280697438,21.6640200745,21.735104334,21.7894218722,21.7601636646,21.6639941414,18.8739362379
 01/11  09:00:00,5.3333333333,2.725,344.1666666667,22.2803407711,23.5328864744,23.8710262286,23.9427239332,23.9996010303,23.970167189,23.8736829618,22.3069349172
 01/11  10:00:00,6.0583333333,3.8916666667,345.8333333333,22.940355411,24.2132651086,24.5467011154,24.635926081,24.6846266376,24.6699656876,24.5585798656,23.8474760129
 01/11  11:00:00,6.0416666667,1.7083333333,145.8333333333,23.8785132642,25.1902590414,25.5346290725,25.6399985082,25.6896189161,25.6810895827,25.5410927299,25.83374406
 01/11  12:00:00,6.5833333333,1.225,23.3333333333,23.6011242907,24.9614911465,25.3013930621,25.4229989926,25.4612242818,25.4693015141,25.3323775456,25.8870602554
 01/11  13:00:00,7.5833333333,2.3916666667,45.8333333333,23.8349135084,25.1524034052,25.5138952129,25.6143345035,25.6747344903,25.6625699849,25.5447590442,26.360888955
 01/11  14:00:00,8,1.9583333333,50,25.5245505355,26.8476453001,27.2295863509,27.3272100764,27.3984786641,27.3809756239,27.2569502663,29.4367534542
 01/11  15:00:00,8.5833333333,0.625,20.8333333333,27.5778811896,28.8972531237,29.2803932458,29.3881366034,29.4598071826,29.4510212554,29.3253671451,33.4224211726
 01/11  16:00:00,9.5833333333,3.9083333333,151.6666666667,28.4926675525,29.8062342296,30.1416421667,30.2728888781,30.3096903738,30.3252091091,30.1718072425,35.3157805569
 01/11  17:00:00,9.65,6.1166666667,265.8333333333,25.5488368427,26.8779680038,27.1640042176,27.318980159,27.3146410582,27.360685494,27.176281839,30.0327952401
 01/11  18:00:00,9.4,5.9916666667,252.5,23.7203802989,25.0232469675,25.3326166102,25.4546416301,25.4761112598,25.4928688879,25.3491427302,26.4680530604
 01/11  19:00:00,9.75,5.2666666667,245.8333333333,23.0843208064,24.3851159693,24.6990876654,24.811686633,24.8393445794,24.8476781628,24.7168529318,25.1724219524
 01/11  20:00:00,10,4.6,261.6666666667,22.6649476985,23.9717535652,24.2851966269,24.3951759199,24.4233469012,24.4296899599,24.3061162431,24.2910304098
 01/11  21:00:00,10,7.05,264.1666666667,22.3141265304,23.6241531425,23.936042094,24.043875325,24.0719693326,24.0769298191,23.9599300375,23.5484910766
 01/11  22:00:00,10,6.35,254.1666666667,22.0331118706,23.3451162097,23.6563431769,23.7618152706,23.7905293761,23.7936835629,23.6829026396,22.9366954356
 01/11  23:00:00,10,4.0166666667,261.6666666667,21.8155588673,23.1310671931,23.4421051171,23.5460614319,23.5751019841,23.5769966851,23.4707954895,22.4471334608
 01/11  24:00:00,10,6.2833333333,264.1666666667,21.6324145149,22.9459993299,23.2550372588,23.3573014701,23.3856351195,23.3866553774,23.2838806191,22.0267177429
 01/12  01:00:00,10,5.8083333333,254.1666666667,21.4613152487,22.7726124704,23.0799016291,23.1807747678,23.208715287,23.2089591497,23.1087182692,21.6500258957
 01/12  02:00:00,10,4.3916666667,255.8333333333,21.3000185275,22.6117426484,22.9191271022,23.019631817,23.0477692535,23.047755812,22.9492371193,21.3128178033
 01/12  03:00:00,9.0083333333,3.1416666667,172.5,21.0676744967,22.3811056434,22.6855186823,22.7883814679,22.8138059558,22.8163101933,22.7158293341,20.9014686896
 01/12  04:00:00,8.0083333333,2.3916666667,127.5,20.7986403806,22.109786097,22.4150644076,22.5167545802,22.5431104104,22.5445812351,22.4449718983,20.42993368
 01/12  05:00:00,7.45,1.9583333333,145.8333333333,20.5856689325,21.8930218708,22.1978535966,22.2988984788,22.3252753968,22.3263798693,22.2262555283,20.0385398896
 01/12  06:00:00,6.9083333333,0.625,62.5,20.3845770066,21.6898212936,21.995358965,22.0962811641,22.1232056103,22.1241522832,22.0231488075,19.6728708261
 01/12  07:00:00,6.9916666667,0,0,20.240460037,21.5412360781,21.8486270025,21.9483253466,21.9769759948,21.9767274862,21.8754889312,19.3884032038
 01/12  08:00:00,7.2,1.5166666667,204.1666666667,20.8438287477,22.095320542,22.436041771,22.4977630525,22.5617300334,22.524471287,22.4570819235,20.0999478052
 01/12  09:00:00,6.9083333333,3.1833333333,151.6666666667,23.6539973077,24.888158881,25.2263485876,25.2905481117,25.353762278,25.3177987954,25.2432602846,24.4827016504
 01/12  10:00:00,6.9916666667,2.725,214.1666666667,25.1752286183,26.4434774762,26.7716855768,26.8658215084,26.9137525471,26.9023697767,26.7983415119,27.8011041231
 01/12  11:00:00,7.55,0.875,150,25.3639081379,26.6951582432,27.0268318743,27.1472356707,27.1862653764,27.1914213701,27.0727869789,28.7786277769
 01/12  12:00:00,8.7333333333,0,0,24.6779693274,26.045678188,26.3791520696,26.5037967292,26.5399506669,26.5508604844,26.4239502378,27.8623460114
 01/12  13:00:00,10.1,1.5166666667,198.3333333333,24.9159440129,26.2475492834,26.5993719164,26.7022340075,26.7577296188,26.7481916106,26.6396407972,28.1823194798
 01/12  14:00:00,9.9,3.1833333333,340,26.276492177,27.6166264539,27.9849273685,28.0879218051,28.150377266,28.1402242912,28.0369874194,30.8361260601
 01/12  15:00:00,11.675,4.5333333333,299.1666666667,27.5074468328,28.8375340311,29.1896108802,29.3058878627,29.3565436921,29.360753862,29.2468456032,33.3076495436
 01/12  16:00:00,12.0166666667,7.5916666667,264.1666666667,25.7114306312,27.0577727812,27.3611072522,27.5050441693,27.5167154847,27.5515269572,27.4085642201,30.2046471036
 01/12  17:00:00,10.4583333333,9.5916666667,260,23.8336450865,25.1627581535,25.4669242794,25.592816596,25.6108012473,25.632897837,25.5095458365,26.6602100186
 01/12  18:00:00,9.65,8.575,260,23.0646243573,24.3818543087,24.6914091789,24.8033287304,24.8296984451,24.8394515575,24.7311248432,25.106044548
 01/12  19:00:00,9.4,6.5333333333,265.8333333333,22.6353012253,23.952294256,24.2611430464,24.3678690702,24.395430337,24.4010840803,24.3003543583,24.1874353612
 01/12  20:00:00,9.4,5.7,258.3333333333,22.3268444677,23.6463502077,23.9536449709,24.0577960491,24.085185827,24.0890404936,23.9942701344,23.4984496144
